2016-10-27T11:42:20.416Z,"Correct NDS Login",7.062
2016-10-27T11:42:24.983Z,"Valid User Info entered",4.566
2016-10-27T11:42:28.116Z,"Normal disturbance estimated",3.133
2016-10-27T11:42:28.701Z,"Building chosen",0.584
2016-10-27T11:42:28.772Z,"Floor chosen",0.071
2016-10-27T11:42:28.827Z,"Room chosen",0.055
2016-10-27T11:42:43.788Z,"Specialist group chosen",14.961
2016-10-27T11:42:45.349Z,"Disturbance reported",1.561
