2016-10-10T21:55:18.748Z,"Correct NDS Login",8.358
2016-10-10T21:55:21.488Z,"Valid User Info entered",2.74
2016-10-10T21:55:23.116Z,"Building chosen",0.405
2016-10-10T21:55:23.156Z,"Floor chosen",0.04
2016-10-10T21:55:23.197Z,"Room chosen",0.041
