2016-10-10T19:40:58.031Z,"Correct NDS Login",2.377
2016-10-10T19:41:01.565Z,"Valid User Info entered",3.533
2016-10-10T19:41:03.487Z,"Building chosen",0.583
2016-10-10T19:41:03.537Z,"Floor chosen",0.05
2016-10-10T19:41:03.587Z,"Room chosen",0.05
