2016-10-18T14:18:14.704Z,"Correct NDS Login",29.253
2016-10-18T14:18:17.923Z,"Valid User Info entered",3.219
2016-10-18T14:18:19.897Z,"Normal disturbance estimated",1.974
2016-10-18T14:18:22.332Z,"Building chosen",2.435
2016-10-18T14:18:24.276Z,"Floor chosen",1.944
2016-10-18T14:18:26.699Z,"Room chosen",2.423
2016-10-18T14:18:29.658Z,"Specialist group chosen",2.959
2016-10-18T14:18:31.146Z,"Disturbance reported",1.488
