2016-10-12T14:49:04.933Z,"Correct NDS Login",0.007
2016-10-12T14:49:06.375Z,"Valid User Info entered",1.442
2016-10-12T14:49:08.198Z,"Building chosen",0.365
2016-10-12T14:49:08.235Z,"Floor chosen",0.037
2016-10-12T14:49:08.277Z,"Room chosen",0.042
